cobertura_tech,n_techs_match,diff_nivel,diff_anos,tiene_cloud_si_pide,falta_cloud,tiene_docker_si_pide,falta_docker,tiene_sql_si_pide,falta_sql,ingles_ok,llm_match,n_proyectos,anos_experiencia,score_claude,candidato_json,oferta_json
0.333,2,1,3.3,0,1,1,0,0,0,1,1,7,4.3,72,"{""nivel"": ""mid"", ""anos_experiencia"": 4.3, ""stack"": [""RAG"", ""LlamaIndex"", ""pgvector"", ""ChromaDB"", ""Celery"", ""Docker"", ""TensorFlow"", ""PyTorch""], ""tiene_cloud"": false, ""tiene_docker"": true, ""tiene_sql"": true, ""ingles_nivel"": ""intermedio"", ""n_proyectos_produccion"": 7, ""n_agentes_ia"": 0, ""tiene_llm_experience"": true}","{""nivel_pedido"": ""junior"", ""anos_experiencia_min"": 1.0, ""tecnologias_requeridas"": [""MongoDB"", ""Langfuse"", ""Docker"", ""LlamaIndex"", ""FastAPI"", ""AutoGen""], ""pide_cloud"": true, ""pide_docker"": true, ""pide_sql"": false, ""pide_ingles"": false, ""pide_llm_experience"": true, ""sector"": ""startup"", ""remoto"": false}"
0.333,2,0,3.4,1,0,0,0,1,0,1,1,8,4.5,72,"{""nivel"": ""mid"", ""anos_experiencia"": 4.5, ""stack"": [""RAG"", ""LangGraph"", ""Docker"", ""MongoDB"", ""Kubernetes"", ""Redis"", ""XGBoost"", ""Azure Functions""], ""tiene_cloud"": true, ""tiene_docker"": true, ""tiene_sql"": true, ""ingles_nivel"": ""avanzado"", ""n_proyectos_produccion"": 8, ""n_agentes_ia"": 0, ""tiene_llm_experience"": true}","{""nivel_pedido"": ""mid"", ""anos_experiencia_min"": 1.1, ""tecnologias_requeridas"": [""RAG"", ""LangChain"", ""SQLAlchemy"", ""Docker"", ""LlamaIndex"", ""Langfuse""], ""pide_cloud"": true, ""pide_docker"": false, ""pide_sql"": true, ""pide_ingles"": false, ""pide_llm_experience"": true, ""sector"": ""consultor\u00eda"", ""remoto"": true}"
0.3,3,0,4.1,0,0,0,0,0,0,1,1,6,8.1,72,"{""nivel"": ""senior"", ""anos_experiencia"": 8.1, ""stack"": [""ChromaDB"", ""LangChain"", ""Haystack"", ""LangGraph"", ""MongoDB"", ""PostgreSQL"", ""TensorFlow"", ""NumPy"", ""AWS S3""], ""tiene_cloud"": true, ""tiene_docker"": false, ""tiene_sql"": true, ""ingles_nivel"": ""nativo"", ""n_proyectos_produccion"": 6, ""n_agentes_ia"": 1, ""tiene_llm_experience"": true}","{""nivel_pedido"": ""senior"", ""anos_experiencia_min"": 4.0, ""tecnologias_requeridas"": [""ChromaDB"", ""Langfuse"", ""CrewAI"", ""AutoGen"", ""Flask"", ""LangGraph"", ""pgvector"", ""Redis"", ""Haystack"", ""LlamaIndex""], ""pide_cloud"": false, ""pide_docker"": false, ""pide_sql"": false, ""pide_ingles"": false, ""pide_llm_experience"": true, ""sector"": ""ecommerce"", ""remoto"": false}"
0.2,1,0,-0.2,0,1,0,0,0,1,1,0,2,0.7,28,"{""nivel"": ""junior"", ""anos_experiencia"": 0.7, ""stack"": [""Docker"", ""Django"", ""Matplotlib"", ""Pandas"", ""XGBoost""], ""tiene_cloud"": false, ""tiene_docker"": false, ""tiene_sql"": false, ""ingles_nivel"": ""avanzado"", ""n_proyectos_produccion"": 2, ""n_agentes_ia"": 0, ""tiene_llm_experience"": false}","{""nivel_pedido"": ""junior"", ""anos_experiencia_min"": 0.9, ""tecnologias_requeridas"": [""ChromaDB"", ""Django"", ""MongoDB"", ""pgvector"", ""AutoGen""], ""pide_cloud"": true, ""pide_docker"": false, ""pide_sql"": true, ""pide_ingles"": true, ""pide_llm_experience"": true, ""sector"": ""ecommerce"", ""remoto"": true}"
0.333,2,1,3.4,0,1,1,0,1,0,1,0,6,4.3,72,"{""nivel"": ""mid"", ""anos_experiencia"": 4.3, ""stack"": [""LlamaIndex"", ""ChromaDB"", ""Haystack"", ""LangChain"", ""SQLAlchemy"", ""Flask"", ""Kubernetes""], ""tiene_cloud"": false, ""tiene_docker"": true, ""tiene_sql"": true, ""ingles_nivel"": ""intermedio"", ""n_proyectos_produccion"": 6, ""n_agentes_ia"": 4, ""tiene_llm_experience"": true}","{""nivel_pedido"": ""junior"", ""anos_experiencia_min"": 0.9, ""tecnologias_requeridas"": [""Langfuse"", ""RAG"", ""Kubernetes"", ""ChromaDB"", ""Django"", ""AutoGen""], ""pide_cloud"": true, ""pide_docker"": true, ""pide_sql"": true, ""pide_ingles"": false, ""pide_llm_experience"": false, ""sector"": ""healthtech"", ""remoto"": true}"
0.143,1,0,1.4,1,0,0,0,0,1,1,1,3,4.1,52,"{""nivel"": ""mid"", ""anos_experiencia"": 4.1, ""stack"": [""LangChain"", ""Haystack"", ""Flask"", ""NumPy"", ""Azure Functions""], ""tiene_cloud"": true, ""tiene_docker"": false, ""tiene_sql"": false, ""ingles_nivel"": ""intermedio"", ""n_proyectos_produccion"": 3, ""n_agentes_ia"": 1, ""tiene_llm_experience"": true}","{""nivel_pedido"": ""mid"", ""anos_experiencia_min"": 2.7, ""tecnologias_requeridas"": [""FastAPI"", ""Django"", ""Langfuse"", ""Kubernetes"", ""ChromaDB"", ""MongoDB"", ""Flask""], ""pide_cloud"": true, ""pide_docker"": false, ""pide_sql"": true, ""pide_ingles"": false, ""pide_llm_experience"": true, ""sector"": ""consultor\u00eda"", ""remoto"": true}"
0.333,3,1,10.2,1,0,0,0,0,1,1,1,15,11.4,72,"{""nivel"": ""senior"", ""anos_experiencia"": 11.4, ""stack"": [""LlamaIndex"", ""AutoGen"", ""ChromaDB"", ""LangGraph"", ""Docker"", ""MongoDB"", ""PostgreSQL"", ""HuggingFace"", ""TensorFlow"", ""AWS Lambda"", ""AWS S3""], ""tiene_cloud"": true, ""tiene_docker"": false, ""tiene_sql"": false, ""ingles_nivel"": ""avanzado"", ""n_proyectos_produccion"": 15, ""n_agentes_ia"": 0, ""tiene_llm_experience"": true}","{""nivel_pedido"": ""mid"", ""anos_experiencia_min"": 1.2, ""tecnologias_requeridas"": [""AutoGen"", ""pgvector"", ""RAG"", ""MongoDB"", ""LangChain"", ""FastAPI"", ""Django"", ""PostgreSQL"", ""Redis""], ""pide_cloud"": true, ""pide_docker"": false, ""pide_sql"": true, ""pide_ingles"": true, ""pide_llm_experience"": true, ""sector"": ""consultor\u00eda"", ""remoto"": false}"
0.0,0,-1,-0.9,0,1,0,1,1,0,1,0,3,0.6,25,"{""nivel"": ""junior"", ""anos_experiencia"": 0.6, ""stack"": [""Django"", ""Celery"", ""TensorFlow""], ""tiene_cloud"": false, ""tiene_docker"": false, ""tiene_sql"": true, ""ingles_nivel"": ""ninguno"", ""n_proyectos_produccion"": 3, ""n_agentes_ia"": 0, ""tiene_llm_experience"": false}","{""nivel_pedido"": ""mid"", ""anos_experiencia_min"": 1.5, ""tecnologias_requeridas"": [""MongoDB"", ""LangChain"", ""ChromaDB"", ""PostgreSQL"", ""RAG"", ""Haystack""], ""pide_cloud"": true, ""pide_docker"": true, ""pide_sql"": true, ""pide_ingles"": false, ""pide_llm_experience"": false, ""sector"": ""startup"", ""remoto"": true}"
0.429,3,0,-0.6,1,0,0,0,0,0,0,1,8,2.3,68,"{""nivel"": ""mid"", ""anos_experiencia"": 2.3, ""stack"": [""ChromaDB"", ""LangGraph"", ""Langfuse"", ""AutoGen"", ""Django"", ""Redis"", ""SQLAlchemy"", ""FastAPI"", ""NumPy"", ""HuggingFace"", ""AWS EC2""], ""tiene_cloud"": true, ""tiene_docker"": false, ""tiene_sql"": false, ""ingles_nivel"": ""basico"", ""n_proyectos_produccion"": 8, ""n_agentes_ia"": 0, ""tiene_llm_experience"": true}","{""nivel_pedido"": ""mid"", ""anos_experiencia_min"": 2.9, ""tecnologias_requeridas"": [""AutoGen"", ""RAG"", ""FastAPI"", ""SQLAlchemy"", ""Celery"", ""LangChain"", ""Haystack""], ""pide_cloud"": true, ""pide_docker"": false, ""pide_sql"": false, ""pide_ingles"": true, ""pide_llm_experience"": true, ""sector"": ""consultor\u00eda"", ""remoto"": true}"
0.167,1,1,4.8,1,0,0,0,1,0,1,0,10,6.3,78,"{""nivel"": ""senior"", ""anos_experiencia"": 6.3, ""stack"": [""RAG"", ""AutoGen"", ""LangGraph"", ""SQLAlchemy"", ""PostgreSQL"", ""Django"", ""FastAPI"", ""NumPy"", ""Pandas"", ""Azure App Service"", ""AWS EC2""], ""tiene_cloud"": true, ""tiene_docker"": true, ""tiene_sql"": true, ""ingles_nivel"": ""ninguno"", ""n_proyectos_produccion"": 10, ""n_agentes_ia"": 0, ""tiene_llm_experience"": true}","{""nivel_pedido"": ""mid"", ""anos_experiencia_min"": 1.5, ""tecnologias_requeridas"": [""Flask"", ""pgvector"", ""Celery"", ""Django"", ""Kubernetes"", ""Docker""], ""pide_cloud"": true, ""pide_docker"": false, ""pide_sql"": true, ""pide_ingles"": false, ""pide_llm_experience"": false, ""sector"": ""healthtech"", ""remoto"": false}"
0.0,0,-2,-4.6,0,0,0,0,1,0,0,1,3,1.1,15,"{""nivel"": ""junior"", ""anos_experiencia"": 1.1, ""stack"": [""LangGraph"", ""Flask"", ""Docker"", ""Celery"", ""Azure Functions"", ""GCP BigQuery""], ""tiene_cloud"": true, ""tiene_docker"": false, ""tiene_sql"": true, ""ingles_nivel"": ""ninguno"", ""n_proyectos_produccion"": 3, ""n_agentes_ia"": 0, ""tiene_llm_experience"": true}","{""nivel_pedido"": ""senior"", ""anos_experiencia_min"": 5.7, ""tecnologias_requeridas"": [""ChromaDB"", ""pgvector"", ""SQLAlchemy"", ""Haystack"", ""MongoDB"", ""CrewAI"", ""LlamaIndex"", ""PostgreSQL"", ""Langfuse""], ""pide_cloud"": false, ""pide_docker"": false, ""pide_sql"": true, ""pide_ingles"": true, ""pide_llm_experience"": true, ""sector"": ""fintech"", ""remoto"": true}"
0.2,1,0,1.6,0,0,1,0,1,0,1,1,1,1.8,72,"{""nivel"": ""junior"", ""anos_experiencia"": 1.8, ""stack"": [""LlamaIndex"", ""LangGraph"", ""ChromaDB"", ""RAG"", ""FastAPI"", ""Django"", ""PyTorch"", ""Azure Functions"", ""AWS S3""], ""tiene_cloud"": true, ""tiene_docker"": true, ""tiene_sql"": true, ""ingles_nivel"": ""nativo"", ""n_proyectos_produccion"": 1, ""n_agentes_ia"": 0, ""tiene_llm_experience"": true}","{""nivel_pedido"": ""junior"", ""anos_experiencia_min"": 0.2, ""tecnologias_requeridas"": [""LangGraph"", ""AutoGen"", ""Flask"", ""LangChain"", ""MongoDB""], ""pide_cloud"": false, ""pide_docker"": true, ""pide_sql"": true, ""pide_ingles"": true, ""pide_llm_experience"": true, ""sector"": ""consultor\u00eda"", ""remoto"": false}"
0.286,2,1,3.9,0,0,0,0,0,1,1,0,11,5.7,35,"{""nivel"": ""senior"", ""anos_experiencia"": 5.7, ""stack"": [""RAG"", ""Django"", ""Docker"", ""PostgreSQL""], ""tiene_cloud"": false, ""tiene_docker"": false, ""tiene_sql"": false, ""ingles_nivel"": ""ninguno"", ""n_proyectos_produccion"": 11, ""n_agentes_ia"": 0, ""tiene_llm_experience"": true}","{""nivel_pedido"": ""mid"", ""anos_experiencia_min"": 1.8, ""tecnologias_requeridas"": [""SQLAlchemy"", ""AutoGen"", ""Redis"", ""Flask"", ""Django"", ""PostgreSQL"", ""MongoDB""], ""pide_cloud"": false, ""pide_docker"": false, ""pide_sql"": true, ""pide_ingles"": false, ""pide_llm_experience"": false, ""sector"": ""startup"", ""remoto"": true}"
0.222,2,-1,-0.3,0,0,0,0,0,1,1,0,1,1.6,32,"{""nivel"": ""junior"", ""anos_experiencia"": 1.6, ""stack"": [""Haystack"", ""pgvector"", ""ChromaDB"", ""CrewAI"", ""Docker"", ""FastAPI"", ""PyTorch"", ""Pandas"", ""NumPy""], ""tiene_cloud"": false, ""tiene_docker"": true, ""tiene_sql"": false, ""ingles_nivel"": ""intermedio"", ""n_proyectos_produccion"": 1, ""n_agentes_ia"": 0, ""tiene_llm_experience"": false}","{""nivel_pedido"": ""mid"", ""anos_experiencia_min"": 1.9, ""tecnologias_requeridas"": [""RAG"", ""CrewAI"", ""LangChain"", ""LangGraph"", ""Docker"", ""Celery"", ""Redis"", ""Django"", ""MongoDB""], ""pide_cloud"": false, ""pide_docker"": false, ""pide_sql"": true, ""pide_ingles"": false, ""pide_llm_experience"": true, ""sector"": ""fintech"", ""remoto"": true}"
0.429,3,-1,-0.9,0,0,1,0,0,0,1,1,3,0.6,45,"{""nivel"": ""junior"", ""anos_experiencia"": 0.6, ""stack"": [""LangChain"", ""Langfuse"", ""Flask"", ""Django"", ""Celery"", ""SQLAlchemy""], ""tiene_cloud"": false, ""tiene_docker"": true, ""tiene_sql"": true, ""ingles_nivel"": ""nativo"", ""n_proyectos_produccion"": 3, ""n_agentes_ia"": 5, ""tiene_llm_experience"": true}","{""nivel_pedido"": ""mid"", ""anos_experiencia_min"": 1.5, ""tecnologias_requeridas"": [""CrewAI"", ""LangChain"", ""Flask"", ""Django"", ""Redis"", ""LlamaIndex"", ""pgvector""], ""pide_cloud"": false, ""pide_docker"": true, ""pide_sql"": false, ""pide_ingles"": false, ""pide_llm_experience"": true, ""sector"": ""healthtech"", ""remoto"": false}"
0.333,1,2,5.2,0,0,0,0,0,0,1,0,12,5.5,88,"{""nivel"": ""senior"", ""anos_experiencia"": 5.5, ""stack"": [""LangChain"", ""RAG"", ""CrewAI"", ""Haystack"", ""FastAPI"", ""Redis"", ""MongoDB"", ""Flask"", ""Pandas"", ""TensorFlow"", ""GCP Cloud Run""], ""tiene_cloud"": true, ""tiene_docker"": true, ""tiene_sql"": false, ""ingles_nivel"": ""ninguno"", ""n_proyectos_produccion"": 12, ""n_agentes_ia"": 3, ""tiene_llm_experience"": true}","{""nivel_pedido"": ""junior"", ""anos_experiencia_min"": 0.3, ""tecnologias_requeridas"": [""pgvector"", ""MongoDB"", ""Celery""], ""pide_cloud"": false, ""pide_docker"": false, ""pide_sql"": false, ""pide_ingles"": false, ""pide_llm_experience"": false, ""sector"": ""consultor\u00eda"", ""remoto"": false}"
0.1,1,-1,-0.9,0,1,1,0,0,0,1,0,4,1.5,28,"{""nivel"": ""junior"", ""anos_experiencia"": 1.5, ""stack"": [""Haystack"", ""AutoGen"", ""Flask"", ""FastAPI"", ""TensorFlow""], ""tiene_cloud"": false, ""tiene_docker"": true, ""tiene_sql"": false, ""ingles_nivel"": ""nativo"", ""n_proyectos_produccion"": 4, ""n_agentes_ia"": 0, ""tiene_llm_experience"": false}","{""nivel_pedido"": ""mid"", ""anos_experiencia_min"": 2.4, ""tecnologias_requeridas"": [""Flask"", ""Redis"", ""CrewAI"", ""LangChain"", ""pgvector"", ""Kubernetes"", ""Docker"", ""SQLAlchemy"", ""Langfuse"", ""ChromaDB""], ""pide_cloud"": true, ""pide_docker"": true, ""pide_sql"": false, ""pide_ingles"": true, ""pide_llm_experience"": false, ""sector"": ""ecommerce"", ""remoto"": false}"
0.5,4,0,4.0,0,1,0,0,1,0,1,0,9,9.4,62,"{""nivel"": ""senior"", ""anos_experiencia"": 9.4, ""stack"": [""Langfuse"", ""LlamaIndex"", ""Kubernetes"", ""SQLAlchemy"", ""Redis"", ""PostgreSQL"", ""NumPy""], ""tiene_cloud"": false, ""tiene_docker"": true, ""tiene_sql"": true, ""ingles_nivel"": ""avanzado"", ""n_proyectos_produccion"": 9, ""n_agentes_ia"": 0, ""tiene_llm_experience"": false}","{""nivel_pedido"": ""senior"", ""anos_experiencia_min"": 5.4, ""tecnologias_requeridas"": [""LangChain"", ""Langfuse"", ""LlamaIndex"", ""Redis"", ""SQLAlchemy"", ""pgvector"", ""Celery"", ""MongoDB""], ""pide_cloud"": true, ""pide_docker"": false, ""pide_sql"": true, ""pide_ingles"": false, ""pide_llm_experience"": false, ""sector"": ""ecommerce"", ""remoto"": false}"
0.143,1,-1,0.5,1,0,0,1,1,0,1,0,2,1.6,42,"{""nivel"": ""junior"", ""anos_experiencia"": 1.6, ""stack"": [""AutoGen"", ""LangChain"", ""Haystack"", ""SQLAlchemy"", ""PostgreSQL"", ""GCP Cloud Run""], ""tiene_cloud"": true, ""tiene_docker"": false, ""tiene_sql"": true, ""ingles_nivel"": ""ninguno"", ""n_proyectos_produccion"": 2, ""n_agentes_ia"": 4, ""tiene_llm_experience"": true}","{""nivel_pedido"": ""mid"", ""anos_experiencia_min"": 1.1, ""tecnologias_requeridas"": [""CrewAI"", ""Haystack"", ""Kubernetes"", ""MongoDB"", ""Docker"", ""Langfuse"", ""Flask""], ""pide_cloud"": true, ""pide_docker"": true, ""pide_sql"": true, ""pide_ingles"": false, ""pide_llm_experience"": false, ""sector"": ""edtech"", ""remoto"": false}"
0.222,2,0,0.6,1,0,0,0,0,0,0,0,6,2.5,52,"{""nivel"": ""mid"", ""anos_experiencia"": 2.5, ""stack"": [""AutoGen"", ""pgvector"", ""Kubernetes"", ""Pandas"", ""NumPy"", ""HuggingFace"", ""Azure Functions""], ""tiene_cloud"": true, ""tiene_docker"": false, ""tiene_sql"": true, ""ingles_nivel"": ""basico"", ""n_proyectos_produccion"": 6, ""n_agentes_ia"": 0, ""tiene_llm_experience"": false}","{""nivel_pedido"": ""mid"", ""anos_experiencia_min"": 1.9, ""tecnologias_requeridas"": [""LangChain"", ""ChromaDB"", ""Celery"", ""SQLAlchemy"", ""Kubernetes"", ""Django"", ""Langfuse"", ""MongoDB"", ""AutoGen""], ""pide_cloud"": true, ""pide_docker"": false, ""pide_sql"": false, ""pide_ingles"": true, ""pide_llm_experience"": false, ""sector"": ""healthtech"", ""remoto"": true}"
0.333,3,0,5.0,0,1,1,0,0,0,1,1,14,9.4,58,"{""nivel"": ""senior"", ""anos_experiencia"": 9.4, ""stack"": [""LangChain"", ""LangGraph"", ""Docker"", ""Django""], ""tiene_cloud"": false, ""tiene_docker"": true, ""tiene_sql"": true, ""ingles_nivel"": ""avanzado"", ""n_proyectos_produccion"": 14, ""n_agentes_ia"": 5, ""tiene_llm_experience"": true}","{""nivel_pedido"": ""senior"", ""anos_experiencia_min"": 4.4, ""tecnologias_requeridas"": [""Redis"", ""Celery"", ""FastAPI"", ""Kubernetes"", ""LangGraph"", ""Haystack"", ""ChromaDB"", ""LangChain"", ""Django""], ""pide_cloud"": true, ""pide_docker"": true, ""pide_sql"": false, ""pide_ingles"": false, ""pide_llm_experience"": true, ""sector"": ""ecommerce"", ""remoto"": true}"
0.0,0,0,0.4,1,0,0,0,1,0,1,0,4,0.8,35,"{""nivel"": ""junior"", ""anos_experiencia"": 0.8, ""stack"": [""LangGraph"", ""Haystack"", ""Kubernetes"", ""Celery"", ""PostgreSQL"", ""FastAPI"", ""XGBoost"", ""Pandas"", ""Azure Functions"", ""AWS S3""], ""tiene_cloud"": true, ""tiene_docker"": false, ""tiene_sql"": true, ""ingles_nivel"": ""ninguno"", ""n_proyectos_produccion"": 4, ""n_agentes_ia"": 0, ""tiene_llm_experience"": true}","{""nivel_pedido"": ""junior"", ""anos_experiencia_min"": 0.4, ""tecnologias_requeridas"": [""MongoDB"", ""Langfuse"", ""CrewAI"", ""LlamaIndex"", ""ChromaDB"", ""LangChain""], ""pide_cloud"": true, ""pide_docker"": false, ""pide_sql"": true, ""pide_ingles"": false, ""pide_llm_experience"": false, ""sector"": ""ecommerce"", ""remoto"": true}"
0.667,2,1,4.3,0,0,1,0,0,1,1,0,3,4.5,62,"{""nivel"": ""mid"", ""anos_experiencia"": 4.5, ""stack"": [""LangGraph"", ""ChromaDB"", ""Haystack"", ""CrewAI"", ""Celery"", ""sklearn""], ""tiene_cloud"": false, ""tiene_docker"": true, ""tiene_sql"": false, ""ingles_nivel"": ""basico"", ""n_proyectos_produccion"": 3, ""n_agentes_ia"": 0, ""tiene_llm_experience"": true}","{""nivel_pedido"": ""junior"", ""anos_experiencia_min"": 0.2, ""tecnologias_requeridas"": [""SQLAlchemy"", ""Haystack"", ""ChromaDB""], ""pide_cloud"": false, ""pide_docker"": true, ""pide_sql"": true, ""pide_ingles"": false, ""pide_llm_experience"": false, ""sector"": ""startup"", ""remoto"": true}"
0.2,2,0,0.0,1,0,0,1,1,0,1,0,8,3.0,32,"{""nivel"": ""mid"", ""anos_experiencia"": 3.0, ""stack"": [""ChromaDB"", ""MongoDB"", ""Celery"", ""GCP BigQuery"", ""AWS EC2""], ""tiene_cloud"": true, ""tiene_docker"": false, ""tiene_sql"": true, ""ingles_nivel"": ""ninguno"", ""n_proyectos_produccion"": 8, ""n_agentes_ia"": 0, ""tiene_llm_experience"": false}","{""nivel_pedido"": ""mid"", ""anos_experiencia_min"": 3.0, ""tecnologias_requeridas"": [""SQLAlchemy"", ""AutoGen"", ""Kubernetes"", ""Haystack"", ""ChromaDB"", ""Celery"", ""RAG"", ""Docker"", ""FastAPI"", ""LlamaIndex""], ""pide_cloud"": true, ""pide_docker"": true, ""pide_sql"": true, ""pide_ingles"": false, ""pide_llm_experience"": true, ""sector"": ""ecommerce"", ""remoto"": false}"
0.143,1,-1,-0.9,0,0,0,0,0,0,1,0,4,1.8,28,"{""nivel"": ""junior"", ""anos_experiencia"": 1.8, ""stack"": [""Flask"", ""FastAPI"", ""Redis"", ""PostgreSQL"", ""NumPy"", ""sklearn"", ""Azure App Service""], ""tiene_cloud"": true, ""tiene_docker"": false, ""tiene_sql"": true, ""ingles_nivel"": ""avanzado"", ""n_proyectos_produccion"": 4, ""n_agentes_ia"": 0, ""tiene_llm_experience"": false}","{""nivel_pedido"": ""mid"", ""anos_experiencia_min"": 2.7, ""tecnologias_requeridas"": [""Docker"", ""AutoGen"", ""PostgreSQL"", ""Celery"", ""SQLAlchemy"", ""LlamaIndex"", ""MongoDB""], ""pide_cloud"": false, ""pide_docker"": false, ""pide_sql"": false, ""pide_ingles"": false, ""pide_llm_experience"": true, ""sector"": ""edtech"", ""remoto"": false}"
0.167,1,0,-0.2,1,0,0,1,0,0,1,0,3,0.6,32,"{""nivel"": ""junior"", ""anos_experiencia"": 0.6, ""stack"": [""Celery"", ""MongoDB"", ""NumPy"", ""Azure App Service"", ""GCP Cloud Run""], ""tiene_cloud"": true, ""tiene_docker"": false, ""tiene_sql"": false, ""ingles_nivel"": ""nativo"", ""n_proyectos_produccion"": 3, ""n_agentes_ia"": 0, ""tiene_llm_experience"": false}","{""nivel_pedido"": ""junior"", ""anos_experiencia_min"": 0.8, ""tecnologias_requeridas"": [""FastAPI"", ""RAG"", ""Celery"", ""AutoGen"", ""Langfuse"", ""CrewAI""], ""pide_cloud"": true, ""pide_docker"": true, ""pide_sql"": false, ""pide_ingles"": true, ""pide_llm_experience"": true, ""sector"": ""ecommerce"", ""remoto"": true}"
0.333,2,0,-0.2,1,0,0,1,1,0,1,0,3,2.0,52,"{""nivel"": ""mid"", ""anos_experiencia"": 2.0, ""stack"": [""Langfuse"", ""AutoGen"", ""ChromaDB"", ""MongoDB"", ""Kubernetes"", ""FastAPI"", ""PyTorch"", ""NumPy"", ""GCP BigQuery"", ""AWS S3""], ""tiene_cloud"": true, ""tiene_docker"": false, ""tiene_sql"": true, ""ingles_nivel"": ""basico"", ""n_proyectos_produccion"": 3, ""n_agentes_ia"": 0, ""tiene_llm_experience"": false}","{""nivel_pedido"": ""mid"", ""anos_experiencia_min"": 2.2, ""tecnologias_requeridas"": [""LlamaIndex"", ""ChromaDB"", ""RAG"", ""Flask"", ""Langfuse"", ""Django""], ""pide_cloud"": true, ""pide_docker"": true, ""pide_sql"": true, ""pide_ingles"": false, ""pide_llm_experience"": false, ""sector"": ""ecommerce"", ""remoto"": true}"
0.5,3,1,2.7,1,0,1,0,1,0,0,0,5,3.1,62,"{""nivel"": ""mid"", ""anos_experiencia"": 3.1, ""stack"": [""CrewAI"", ""pgvector"", ""AutoGen"", ""Haystack"", ""FastAPI"", ""Redis"", ""Matplotlib"", ""NumPy"", ""AWS Lambda"", ""GCP BigQuery""], ""tiene_cloud"": true, ""tiene_docker"": true, ""tiene_sql"": true, ""ingles_nivel"": ""basico"", ""n_proyectos_produccion"": 5, ""n_agentes_ia"": 0, ""tiene_llm_experience"": false}","{""nivel_pedido"": ""junior"", ""anos_experiencia_min"": 0.4, ""tecnologias_requeridas"": [""LlamaIndex"", ""pgvector"", ""PostgreSQL"", ""FastAPI"", ""Redis"", ""LangChain""], ""pide_cloud"": true, ""pide_docker"": true, ""pide_sql"": true, ""pide_ingles"": true, ""pide_llm_experience"": true, ""sector"": ""fintech"", ""remoto"": false}"
0.0,0,1,3.1,0,0,1,0,1,0,0,0,5,3.4,52,"{""nivel"": ""mid"", ""anos_experiencia"": 3.4, ""stack"": [""pgvector"", ""Kubernetes"", ""Flask"", ""Pandas"", ""sklearn"", ""TensorFlow""], ""tiene_cloud"": false, ""tiene_docker"": true, ""tiene_sql"": true, ""ingles_nivel"": ""basico"", ""n_proyectos_produccion"": 5, ""n_agentes_ia"": 0, ""tiene_llm_experience"": false}","{""nivel_pedido"": ""junior"", ""anos_experiencia_min"": 0.3, ""tecnologias_requeridas"": [""LangGraph"", ""PostgreSQL"", ""Redis"", ""ChromaDB"", ""FastAPI"", ""Langfuse""], ""pide_cloud"": false, ""pide_docker"": true, ""pide_sql"": true, ""pide_ingles"": true, ""pide_llm_experience"": true, ""sector"": ""startup"", ""remoto"": false}"
0.0,0,0,2.4,1,0,1,0,0,0,1,0,6,3.5,62,"{""nivel"": ""mid"", ""anos_experiencia"": 3.5, ""stack"": [""LangChain"", ""LlamaIndex"", ""LangGraph"", ""ChromaDB"", ""MongoDB"", ""Docker"", ""Django"", ""FastAPI"", ""HuggingFace"", ""AWS Lambda""], ""tiene_cloud"": true, ""tiene_docker"": true, ""tiene_sql"": true, ""ingles_nivel"": ""avanzado"", ""n_proyectos_produccion"": 6, ""n_agentes_ia"": 3, ""tiene_llm_experience"": true}","{""nivel_pedido"": ""mid"", ""anos_experiencia_min"": 1.1, ""tecnologias_requeridas"": [""RAG"", ""Langfuse"", ""Redis"", ""Kubernetes"", ""PostgreSQL"", ""Celery"", ""pgvector""], ""pide_cloud"": true, ""pide_docker"": true, ""pide_sql"": false, ""pide_ingles"": false, ""pide_llm_experience"": false, ""sector"": ""fintech"", ""remoto"": false}"
0.4,2,0,0.7,0,0,0,0,1,0,0,0,1,1.3,28,"{""nivel"": ""junior"", ""anos_experiencia"": 1.3, ""stack"": [""pgvector"", ""CrewAI"", ""Flask"", ""Kubernetes"", ""PostgreSQL"", ""Matplotlib"", ""XGBoost""], ""tiene_cloud"": false, ""tiene_docker"": true, ""tiene_sql"": true, ""ingles_nivel"": ""ninguno"", ""n_proyectos_produccion"": 1, ""n_agentes_ia"": 0, ""tiene_llm_experience"": false}","{""nivel_pedido"": ""junior"", ""anos_experiencia_min"": 0.6, ""tecnologias_requeridas"": [""RAG"", ""SQLAlchemy"", ""Kubernetes"", ""Flask"", ""LangGraph""], ""pide_cloud"": false, ""pide_docker"": false, ""pide_sql"": true, ""pide_ingles"": true, ""pide_llm_experience"": true, ""sector"": ""edtech"", ""remoto"": true}"
